ID,GT1,GT11,GT14,GT15,GT2,GT22,GT25,GT26,GT28,GT32,GT33,GT34,GT39,GT4,GT47,GT50,GT53,GT58,GT62,GT69,GT71,GT76,GT8,GT83,GT87,GT91
BCW-200267,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200268,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200269,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200270,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200271,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200272,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200274,0,0,0,0,7,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200275,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200276,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200279,0,0,0,0,8,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200281,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200290,0,0,0,0,8,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200294,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200302,0,0,0,0,10,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200307,0,0,0,0,10,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200308,0,0,0,0,10,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200311,0,0,0,0,5,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200312,0,0,0,0,4,0,0,3,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0
BCW-200315,1,0,0,0,3,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200317,0,0,0,0,6,0,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200319,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200327,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200328,0,0,0,0,12,0,2,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200432,0,0,0,0,10,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0
BCW-200436,0,0,0,0,8,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200437,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200438,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200440,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200442,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200443,0,0,0,0,9,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200444,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200446,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200449,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200458,0,0,0,0,9,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200460,0,0,0,0,8,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200462,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200464,0,0,0,0,9,0,2,2,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200465,0,0,0,0,12,0,2,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200470,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200471,0,0,0,0,8,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200473,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200476,0,0,0,0,9,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200477,1,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200488,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200496,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200497,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200498,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200499,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200505,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200508,0,0,0,0,13,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200509,0,0,0,0,10,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200514,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200516,0,0,0,0,15,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200517,0,0,0,0,10,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200521,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200525,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200526,0,0,0,0,15,0,0,2,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0
BCW-200527,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200528,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200529,0,0,0,0,6,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200533,3,0,0,0,8,0,0,1,1,0,0,0,1,13,0,0,3,0,0,0,0,0,0,0,4,0
BCW-200539,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200542,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200544,1,0,0,0,3,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200545,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200547,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200552,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200553,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200555,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200556,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200559,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200561,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200564,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200565,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200566,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200567,0,0,0,0,6,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200570,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200574,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200577,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200578,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200587,1,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200588,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200589,1,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200596,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200598,0,0,0,0,11,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200599,0,0,0,0,9,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0
BCW-200600,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200607,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200620,0,0,0,0,6,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200621,0,0,0,0,8,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200624,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
BCW-200634,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200641,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200642,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200644,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200646,1,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200647,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200648,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200649,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200650,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200651,0,0,0,0,8,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200656,0,0,0,0,9,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200660,0,0,0,0,8,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200661,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200662,0,0,0,0,8,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200663,0,0,0,0,12,0,2,2,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200665,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200667,0,0,0,0,5,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200669,0,0,0,0,5,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200704,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200705,0,0,0,0,12,0,2,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200715,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200716,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200717,0,0,0,0,13,0,0,1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200718,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200722,0,0,0,0,8,0,0,2,2,0,0,0,0,13,0,0,0,0,0,0,0,0,2,2,0,0
BCW-200723,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200724,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200725,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200726,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200727,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200735,0,0,0,0,13,0,0,1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200736,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200738,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200775,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200776,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200785,0,0,0,0,10,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200790,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200791,0,0,0,0,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200797,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200798,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200800,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200801,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200806,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200808,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200810,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200814,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200815,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200818,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200820,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200821,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200828,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-200847,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200855,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200874,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200879,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200880,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200881,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200882,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200883,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200885,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200886,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200887,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200891,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200892,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200902,0,0,0,0,12,0,2,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200903,0,0,0,0,12,0,2,2,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200904,0,0,0,0,12,0,2,2,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200909,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200910,0,0,0,0,12,0,2,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200912,0,0,0,0,12,0,2,2,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200915,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200920,0,0,0,0,12,0,2,2,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BCW-200926,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200931,0,0,0,0,11,0,0,2,2,1,0,0,0,12,0,0,0,0,0,0,0,0,3,2,0,0
BCW-200938,1,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200939,1,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200944,1,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200945,1,0,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
BCW-200951,0,0,0,0,6,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200952,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200955,0,0,0,0,6,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200973,0,0,0,0,17,0,0,4,4,2,0,0,0,14,0,0,0,0,0,0,0,0,2,3,0,0
BCW-200983,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200984,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200986,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200988,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200989,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200990,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200991,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200993,0,0,2,0,3,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200994,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201007,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201008,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201010,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201013,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201014,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201019,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201020,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201021,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201024,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201025,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201028,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201036,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201044,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201045,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201051,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201054,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201056,0,0,0,0,7,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201058,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201059,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201070,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201071,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201075,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201078,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201079,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201081,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201082,0,1,0,0,14,0,0,2,2,0,0,0,0,12,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201083,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201084,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201085,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201088,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201090,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201091,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201097,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201098,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201103,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201107,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201151,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201152,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201153,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201154,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201155,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201162,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201173,0,0,0,0,7,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201175,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201176,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201184,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201185,1,0,0,0,3,0,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201186,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201187,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201236,0,0,0,0,7,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201238,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201245,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201248,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
